time,x,y,longitude,latitude,cerra_sde,unit
2015-01-02,99000,1347500,9.85143141029024,62.01123913436032,0.57874995,14
2015-01-02,104500,1347500,9.954243135444663,62.01001133557868,0.49833333,15
2015-01-03,99000,1325500,9.84130480426889,61.8181540769436,0.6245833,0
2015-01-03,104500,1331000,9.946215823184616,61.86521691470476,0.67,1
2015-01-03,110000,1331000,10.04859829242372,61.86392729619409,0.57,2
2015-01-03,115500,1331000,10.15097308316179,61.86257158655699,0.5,3
2015-01-03,93500,1336500,9.74381725071918,61.915875526948106,0.78375,4
2015-01-03,104500,1336500,9.948884258163838,61.913491818206985,0.67,5
2015-01-03,110000,1336500,10.051406965665244,61.912200699791455,0.5295833,6
2015-01-03,115500,1336500,10.15392196305603,61.91084341347358,0.5,7
2015-01-03,88000,1342000,9.643527437849816,61.9652369748336,0.84,8
2015-01-03,93500,1342000,9.746211676993724,61.96414312400681,0.79,9
2015-01-03,99000,1342000,9.84888933277268,61.96298301071997,0.7,10
2015-01-03,104500,1342000,9.951560018849955,61.96175664053426,0.5,11
2015-01-03,110000,1342000,10.054223349046335,61.96046401932794,0.47958335,12
2015-01-03,115500,1342000,10.156878937348818,61.95910515329606,0.46958336,13
2015-01-03,99000,1347500,9.85143141029024,62.01123913436032,0.58125,14
2015-01-03,104500,1347500,9.954243135444663,62.01001133557868,0.5,15
2015-01-04,99000,1325500,9.84130480426889,61.8181540769436,0.62,0
2015-01-04,104500,1331000,9.946215823184616,61.86521691470476,0.67,1
2015-01-04,110000,1331000,10.04859829242372,61.86392729619409,0.5708333,2
2015-01-04,115500,1331000,10.15097308316179,61.86257158655699,0.5,3
2015-01-04,93500,1336500,9.74381725071918,61.915875526948106,0.78,4
2015-01-04,104500,1336500,9.948884258163838,61.913491818206985,0.67,5
2015-01-04,110000,1336500,10.051406965665244,61.912200699791455,0.53,6
2015-01-04,115500,1336500,10.15392196305603,61.91084341347358,0.5,7
2015-01-04,88000,1342000,9.643527437849816,61.9652369748336,0.84,8
2015-01-04,93500,1342000,9.746211676993724,61.96414312400681,0.79,9
2015-01-04,99000,1342000,9.84888933277268,61.96298301071997,0.7,10
2015-01-04,104500,1342000,9.951560018849955,61.96175664053426,0.5,11
2015-01-04,110000,1342000,10.054223349046335,61.96046401932794,0.48,12
2015-01-04,115500,1342000,10.156878937348818,61.95910515329606,0.47,13
2015-01-04,99000,1347500,9.85143141029024,62.01123913436032,0.58,14
2015-01-04,104500,1347500,9.954243135444663,62.01001133557868,0.5,15
2015-01-05,99000,1325500,9.84130480426889,61.8181540769436,0.62875,0
2015-01-05,104500,1331000,9.946215823184616,61.86521691470476,0.6775,1
2015-01-05,110000,1331000,10.04859829242372,61.86392729619409,0.5804167,2
2015-01-05,115500,1331000,10.15097308316179,61.86257158655699,0.5054167,3
2015-01-05,93500,1336500,9.74381725071918,61.915875526948106,0.7891667,4
2015-01-05,104500,1336500,9.948884258163838,61.913491818206985,0.6775,5
2015-01-05,110000,1336500,10.051406965665244,61.912200699791455,0.53541666,6
2015-01-05,115500,1336500,10.15392196305603,61.91084341347358,0.5054167,7
2015-01-05,88000,1342000,9.643527437849816,61.9652369748336,0.84833336,8
2015-01-05,93500,1342000,9.746211676993724,61.96414312400681,0.79875,9
2015-01-05,99000,1342000,9.84888933277268,61.96298301071997,0.70666665,10
2015-01-05,104500,1342000,9.951560018849955,61.96175664053426,0.5075,11
2015-01-05,110000,1342000,10.054223349046335,61.96046401932794,0.48541665,12
2015-01-05,115500,1342000,10.156878937348818,61.95910515329606,0.47541666,13
2015-01-05,99000,1347500,9.85143141029024,62.01123913436032,0.58875,14
2015-01-05,104500,1347500,9.954243135444663,62.01001133557868,0.5075,15
2015-01-06,99000,1325500,9.84130480426889,61.8181540769436,0.6558333,0
2015-01-06,104500,1331000,9.946215823184616,61.86521691470476,0.70250005,1
2015-01-06,110000,1331000,10.04859829242372,61.86392729619409,0.60333335,2
2015-01-06,115500,1331000,10.15097308316179,61.86257158655699,0.52416664,3
2015-01-06,93500,1336500,9.74381725071918,61.915875526948106,0.81333333,4
2015-01-06,104500,1336500,9.948884258163838,61.913491818206985,0.70250005,5
2015-01-06,110000,1336500,10.051406965665244,61.912200699791455,0.55375,6
2015-01-06,115500,1336500,10.15392196305603,61.91084341347358,0.52416664,7
2015-01-06,88000,1342000,9.643527437849816,61.9652369748336,0.87000006,8
2015-01-06,93500,1342000,9.746211676993724,61.96414312400681,0.82124996,9
2015-01-06,99000,1342000,9.84888933277268,61.96298301071997,0.7245834,10
2015-01-06,104500,1342000,9.951560018849955,61.96175664053426,0.52708334,11
2015-01-06,110000,1342000,10.054223349046335,61.96046401932794,0.50208336,12
2015-01-06,115500,1342000,10.156878937348818,61.95910515329606,0.49249998,13
2015-01-06,99000,1347500,9.85143141029024,62.01123913436032,0.61125,14
2015-01-06,104500,1347500,9.954243135444663,62.01001133557868,0.52708334,15
2015-01-07,99000,1325500,9.84130480426889,61.8181540769436,0.6666667,0
2015-01-07,104500,1331000,9.946215823184616,61.86521691470476,0.7070833,1
2015-01-07,110000,1331000,10.04859829242372,61.86392729619409,0.6116667,2
2015-01-07,115500,1331000,10.15097308316179,61.86257158655699,0.53375,3
2015-01-07,93500,1336500,9.74381725071918,61.915875526948106,0.82375,4
2015-01-07,104500,1336500,9.948884258163838,61.913491818206985,0.7070833,5
2015-01-07,110000,1336500,10.051406965665244,61.912200699791455,0.56333333,6
2015-01-07,115500,1336500,10.15392196305603,61.91084341347358,0.53375,7
2015-01-07,88000,1342000,9.643527437849816,61.9652369748336,0.87208337,8
2015-01-07,93500,1342000,9.746211676993724,61.96414312400681,0.8241666,9
2015-01-07,99000,1342000,9.84888933277268,61.96298301071997,0.7275,10
2015-01-07,104500,1342000,9.951560018849955,61.96175664053426,0.53166664,11
2015-01-07,110000,1342000,10.054223349046335,61.96046401932794,0.5058333,12
2015-01-07,115500,1342000,10.156878937348818,61.95910515329606,0.49708334,13
2015-01-07,99000,1347500,9.85143141029024,62.01123913436032,0.6141667,14
2015-01-07,104500,1347500,9.954243135444663,62.01001133557868,0.53166664,15
2015-01-08,99000,1325500,9.84130480426889,61.8181540769436,0.66916674,0
2015-01-08,104500,1331000,9.946215823184616,61.86521691470476,0.70624995,1
2015-01-08,110000,1331000,10.04859829242372,61.86392729619409,0.6091667,2
2015-01-08,115500,1331000,10.15097308316179,61.86257158655699,0.53041667,3
2015-01-08,93500,1336500,9.74381725071918,61.915875526948106,0.8204167,4
2015-01-08,104500,1336500,9.948884258163838,61.913491818206985,0.70624995,5
2015-01-08,110000,1336500,10.051406965665244,61.912200699791455,0.56041664,6
